Equation of Xsection,,,,Y=al * X + b_Xsect,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equation of Orthogonal Line thru data point.,,,,Y=-(1/al) * X +b_orthog.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solve for intersection of Orthogonal and Xsection rays and calc chainage from Xsection start.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chainage at Xsection start = +00.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Raw Topo Shot ,,,,,,,,,,,,,,,,,,,,
,Start,,,End,,,Orthog.  Gradient,Xsection grad,,,,,,,,,,,,,,,Chainage Error,,,,,,,,
,,,,,,,-1/al,al,b_orthog.,b_Xsect,,,,,,,,,,,,,,,,,,,,,
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477526.45234657,6245908.31920836,X_SEC15L/1,4908075.217,1383413.998,6.4445,SO,1383414.42,4908075.65,0.61,,0.4341217009,0.4198179415,0.0447687968,0.561,,,X_SEC15L/1,0.6055683281,6.4445,4908075.217,1383414.00,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477558.33013203,6245908.31920836,X_SEC15L/2,4908090.955,1383398.39,6.4705,SO,1383398.49,4908091.06,22.21,,0.1012012083,0.0978667561,22.2050896292,0.000,,,X_SEC15L/2,22.2055359089,6.4705,4908090.955,1383398.39,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477591.78381157,6245908.31920836,X_SEC15L/3,4908106.876,1383381.435,6.5619,SO,1383381.77,4908107.22,45.46,,0.3468384398,0.3354105535,45.460916883,0.003,,,X_SEC15L/3,45.4634772207,6.5619,4908106.876,1383381.44,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477624.98346221,6245908.31920836,X_SEC15L/4,4908122.817,1383364.745,6.6047,SO,1383365.18,4908123.27,68.54,,0.4497150909,0.4348975497,68.5401521327,0.003,,,X_SEC15L/4,68.5430071849,6.6047,4908122.817,1383364.75,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477658.3881436,6245908.31920836,X_SEC15L/5,4908139.387,1383348.465,6.4771,SO,1383348.49,4908139.41,91.76,,0.0226737512,0.0219266801,91.7619175861,0.000,,,X_SEC15L/5,91.7619230072,6.4771,4908139.387,1383348.47,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477692.90415525,6245908.31920836,X_SEC15L/6,4908155.905,1383331.06,6.3743,SO,1383331.24,4908156.09,115.76,,0.1846876275,0.1786024044,115.7562409405,0.000,,,X_SEC15L/6,115.756526058,6.3743,4908155.905,1383331.06,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477727.75633036,6245908.31920836,X_SEC15L/7,4908172.39,1383313.298,6.4518,SO,1383313.82,4908172.93,139.99,,0.5421539722,0.5242906874,139.984253372,0.002,,,X_SEC15L/7,139.9862850565,6.4518,4908172.39,1383313.30,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477762.43284459,6245908.31920836,X_SEC15L/8,4908189.205,1383296.025,6.5767,SO,1383296.49,4908189.69,164.09,,0.4847314255,0.46876014,164.0901525059,0.001,,,X_SEC15L/8,164.0915380207,6.5767,4908189.205,1383296.03,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477804.56731527,6245908.31920836,X_SEC15L/9,4908208.775,1383274.204,6.4838,F-D,1383275.44,4908210.05,193.39,,1.2763990117,1.2343432838,193.3805619583,0.008,,,X_SEC15L/9,193.3887135825,6.4838,4908208.775,1383274.20,F-D
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477818.04699029,6245908.31920836,X_SEC15L/10,4908215.891,1383268.05,6.8809,F,1383268.70,4908216.57,202.75,,0.6745110312,0.6522867489,202.7511602869,0.002,,,X_SEC15L/10,202.7533315161,6.8809,4908215.891,1383268.05,F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477844.1357814,6245908.31920836,X_SEC15L/11,4908228.541,1383255.054,6.4913,SO,1383255.67,4908229.17,220.89,,0.6320336582,0.6112089506,220.8871748523,0.002,,,X_SEC15L/11,220.8889247043,6.4913,4908228.541,1383255.05,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477878.01946095,6245908.31920836,X_SEC15L/12,4908244.892,1383238.099,6.5035,SO,1383238.73,4908245.55,244.44,,0.6554702744,0.6338733609,244.4419230576,0.002,,,X_SEC15L/12,244.4436237356,6.5035,4908244.892,1383238.10,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477912.51756288,6245908.31920836,X_SEC15L/13,4908261.359,1383220.662,6.5136,SO,1383221.49,4908262.22,268.43,,0.8598292014,0.8314989202,268.4237962035,0.003,,,X_SEC15L/13,268.4264611863,6.5136,4908261.359,1383220.66,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477950.44882299,6245908.31920836,X_SEC15L/14,4908280.01,1383202.017,6.5259,SO,1383202.54,4908280.55,294.79,,0.5392768607,0.5215083729,294.7922807641,0.001,,,X_SEC15L/14,294.7932353173,6.5259,4908280.01,1383202.02,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3477978.9176649,6245908.31920836,X_SEC15L/15,4908293.521,1383187.552,6.5788,SO,1383188.31,4908294.31,314.58,,0.7859694641,0.760072768,314.5828233487,0.002,,,X_SEC15L/15,314.584723413,6.5788,4908293.521,1383187.55,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478008.94620004,6245908.31920836,X_SEC15L/16,4908307.994,1383172.509,6.649,SO,1383173.31,4908308.82,335.46,,0.8243906572,0.7972280311,335.4576100857,0.002,,,X_SEC15L/16,335.459570376,6.649,4908307.994,1383172.51,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478040.55347615,6245908.31920836,X_SEC15L/17,4908323.568,1383157.004,6.6366,SO,1383157.51,4908324.09,357.43,,0.5247453358,0.507455643,357.4298822859,0.001,,,X_SEC15L/17,357.4306277027,6.6366,4908323.568,1383157.00,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478070.29887169,6245908.31920836,X_SEC15L/18,4908338.187,1383142.376,6.6222,SO,1383142.65,4908338.47,378.11,,0.2803380741,0.2711012897,378.1078402783,0.000,,,X_SEC15L/18,378.1080413915,6.6222,4908338.187,1383142.38,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478101.85392959,6245908.31920836,X_SEC15L/19,4908352.987,1383126.173,6.4829,SO,1383126.88,4908353.72,400.05,,0.7294580759,0.7054233579,400.0438122089,0.001,,,X_SEC15L/19,400.0450992298,6.4829,4908352.987,1383126.17,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478131.89069966,6245908.31920836,X_SEC15L/20,4908366.672,1383110.36,6.6202,SO,1383111.87,4908368.23,420.93,,1.5598588344,1.5084634654,420.924323581,0.006,,,X_SEC15L/20,420.9299167367,6.6202,4908366.672,1383110.36,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478164.64825522,6245908.31920836,X_SEC15L/21,4908383.752,1383095.199,6.659,SO,1383095.50,4908384.06,443.70,,0.3100911025,0.2998739947,443.6962298058,0.000,,,X_SEC15L/21,443.6964395001,6.659,4908383.752,1383095.20,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478195.43059947,6245908.31920836,X_SEC15L/22,4908398.499,1383079.692,6.7246,SO,1383080.12,4908398.94,465.10,,0.4387938473,0.4243361466,465.0950382489,0.000,,,X_SEC15L/22,465.0954388131,6.7246,4908398.499,1383079.69,SO
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478221.97005332,6245908.31920836,X_SEC15L/23,4908411.792,1383066.882,5.9842,D,1383066.85,4908411.76,483.54,,-0.0288987868,-0.0279466088,483.544337773,0.000,,,X_SEC15L/23,483.5443394438,5.9842,4908411.792,1383066.88,D
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478224.1380308,6245908.31920836,X_SEC15L/24,4908412.17,1383065.151,6.7598,SO-F,1383065.77,4908412.81,485.05,,0.6407858338,0.6196727536,485.0514398494,0.001,,,X_SEC15L/24,485.0522589379,6.7598,4908412.17,1383065.15,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478259.00652794,6245908.31920836,X_SEC15L/25,4908428.874,1383047.585,6.7862,SO-F,1383048.35,4908429.66,509.29,,0.7871398656,0.7612046055,509.2907987775,0.001,,,X_SEC15L/25,509.2919759242,6.7862,4908428.874,1383047.59,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478290.85946148,6245908.31920836,X_SEC15L/26,4908444.006,1383031.415,6.7897,SO-F,1383032.43,4908445.05,531.44,,1.0482095787,1.0136724031,531.4338434329,0.002,,,X_SEC15L/26,531.4358439369,6.7897,4908444.006,1383031.42,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478323.19318039,6245908.31920836,X_SEC15L/27,4908459.686,1383015.31,6.9958,SO-F,1383016.27,4908460.68,553.91,,0.9936209256,0.9608823766,553.9111132468,0.002,,,X_SEC15L/27,553.9128378686,6.9958,4908459.686,1383015.31,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478354.45386375,6245908.31920836,X_SEC15L/28,4908475.417,1383000.292,7.2695,SO-F,1383000.65,4908475.79,575.64,,0.3694831422,0.3573091419,575.6424463026,0.000,,,X_SEC15L/28,575.6426757749,7.2695,4908475.417,1383000.29,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478386.17301365,6245908.31920836,X_SEC15L/29,4908490.439,1382984.145,8.0395,SO-F,1382984.80,4908491.11,597.69,,0.6759013254,0.6536312343,597.6924892532,0.001,,,X_SEC15L/29,597.6932288273,8.0395,4908490.439,1382984.15,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478421.69275261,6245908.31920836,X_SEC15L/30,4908507.362,1382966.161,8.6442,SO-F,1382967.05,4908508.28,622.39,,0.9179708203,0.8877248464,622.3845687024,0.001,,,X_SEC15L/30,622.3858787638,8.6442,4908507.362,1382966.16,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478448.01171236,6245908.31920836,X_SEC15L/31,4908520.146,1382953.072,8.8763,SO-F,1382953.90,4908521.00,640.68,,0.8527234476,0.8246272923,640.6805884463,0.001,,,X_SEC15L/31,640.6816866117,8.8763,4908520.146,1382953.07,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478477.62808403,6245908.31920836,X_SEC15L/32,4908534.576,1382938.386,9.0017,SO-F,1382939.10,4908535.31,661.27,,0.7349648383,0.7107486795,661.268853565,0.001,,,X_SEC15L/32,661.269643967,9.0017,4908534.576,1382938.39,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478509.731176,6245908.31920836,X_SEC15L/33,4908549.923,1382922.182,9.1113,SO-F,1382923.05,4908550.82,683.59,,0.901924707,0.8722074325,683.5857996031,0.001,,,X_SEC15L/33,683.5869510408,9.1113,4908549.923,1382922.18,SO-F
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478545.71996465,6245908.31920836,X_SEC15L/34,4908568.74,1382905.576,8.6792,TB,1382905.07,4908568.22,708.60,,-0.5233354773,-0.5060922375,708.603945986,0.000,,,X_SEC15L/34,708.6043199672,8.6792,4908568.74,1382905.58,TB
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478554.87207166,6245908.31920836,X_SEC15L/35,4908576.341,1382904.076,5.6408,W,1382900.50,4908572.64,714.98,,-3.7015396617,-3.5795786267,714.9661704851,0.019,,,X_SEC15L/35,714.9847129254,5.6408,4908576.341,1382904.08,W
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478692.42366117,6245908.31920836,x_sect15e_r100,4908639.365,1382832.004,8.31,f,1382831.76,4908639.11,810.59,,-0.2531312862,-0.2447909312,810.5872216749,0.000,,,x_sect15e_r100,810.5872981617,8.31,4908639.365,1382832.00,f
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478689.54308565,6245908.31920836,x_sect15e_r101,4908637.898,1382833.371,8.466,bb,1382833.20,4908637.72,808.58,,-0.1781820282,-0.1723111565,808.584746384,0.000,,,x_sect15e_r101,808.5847843763,8.466,4908637.898,1382833.37,bb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478680.16168455,6245908.31920836,x_sect15e_r102,4908633.142,1382837.844,11.065,tb,1382837.89,4908633.19,802.06,,0.0442147823,0.0427579614,802.0631246582,0.000,,,x_sect15e_r102,802.0631270167,11.065,4908633.142,1382837.84,tb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478676.61898136,6245908.31920836,x_sect15e_r103,4908631.472,1382839.655,11.052,tb,1382839.66,4908631.47,799.60,,0.0021879403,0.0021158501,799.6003613806,0.000,,,x_sect15e_r103,799.6003613862,11.052,4908631.472,1382839.66,tb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478669.56325984,6245908.31920836,x_sect15e_r104,4908628.323,1382843.433,8.688,bb,1382843.18,4908628.06,794.70,,-0.2585204011,-0.2500024817,794.6954707078,0.000,,,x_sect15e_r104,794.6955520812,8.688,4908628.323,1382843.43,bb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478659.31617744,6245908.31920836,x_sect15e_r105,4908623.329,1382848.513,7.901,so,1382848.30,4908623.11,787.57,,-0.2164678732,-0.2093355311,787.5720576364,0.000,,,x_sect15e_r105,787.5721152058,7.901,4908623.329,1382848.51,so
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478692.42366117,6245908.31920836,x_sect15e_r100,4908639.365,1382832.004,8.31,f,1382831.76,4908639.11,810.59,,-0.2531312862,-0.2447909312,810.5872216749,0.000,,,x_sect15e_r100,810.5872981617,8.31,4908639.365,1382832.00,f
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478689.54308565,6245908.31920836,x_sect15e_r101,4908637.898,1382833.371,8.466,bb,1382833.20,4908637.72,808.58,,-0.1781820282,-0.1723111565,808.584746384,0.000,,,x_sect15e_r101,808.5847843763,8.466,4908637.898,1382833.37,bb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478680.16168455,6245908.31920836,x_sect15e_r102,4908633.142,1382837.844,11.065,tb,1382837.89,4908633.19,802.06,,0.0442147823,0.0427579614,802.0631246582,0.000,,,x_sect15e_r102,802.0631270167,11.065,4908633.142,1382837.84,tb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478676.61898136,6245908.31920836,x_sect15e_r103,4908631.472,1382839.655,11.052,tb,1382839.66,4908631.47,799.60,,0.0021879403,0.0021158501,799.6003613806,0.000,,,x_sect15e_r103,799.6003613862,11.052,4908631.472,1382839.66,tb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478669.56325984,6245908.31920836,x_sect15e_r104,4908628.323,1382843.433,8.688,bb,1382843.18,4908628.06,794.70,,-0.2585204011,-0.2500024817,794.6954707078,0.000,,,x_sect15e_r104,794.6955520812,8.688,4908628.323,1382843.43,bb
X-Sect 15S,1383414.45,4908075.62,0,X-Sect 15E,1382832.03,4908638.85,1.0340713385,-0.9670512688,3478659.31617744,6245908.31920836,x_sect15e_r105,4908623.329,1382848.513,7.901,so,1382848.30,4908623.11,787.57,,-0.2164678732,-0.2093355311,787.5720576364,0.000,,,x_sect15e_r105,787.5721152058,7.901,4908623.329,1382848.51,so
